Date,Open,High,Low,Close,Adj Close,Volume
2019-01-31,103.800003,105.220001,103.180000,104.430000,104.430000,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,102.779999,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,105.739998,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,107.220001,27303200
